age,gender,Q3,Q4,Q5,Q6
35-39,Man,Morocco,Professional degree,Machine Learning Engineer,3-5 years
18-21,Man,India,Master’s degree,Student,I have never written code
30-34,Man,India,Master’s degree,Other,< 1 years
30-34,Man,China,Master’s degree,Student,< 1 years
30-34,Man,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years
25-29,Man,Other,Master’s degree,Student,3-5 years
60-69,Man,Canada,Master’s degree,Software Engineer,20+ years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years
30-34,Man,Ukraine,Master’s degree,Other,10-20 years
30-34,Man,Taiwan,Master’s degree,Machine Learning Engineer,3-5 years
22-24,Woman,India,Master’s degree,Currently not employed,5-10 years
30-34,Man,India,,,
35-39,Man,Malaysia,Doctoral degree,Machine Learning Engineer,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Russia,Master’s degree,Data Analyst,< 1 years
40-44,Man,Mexico,Professional degree,Currently not employed,3-5 years
25-29,Man,Japan,Bachelor’s degree,,
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
25-29,Man,Sri Lanka,Master’s degree,Other,< 1 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Indonesia,Bachelor’s degree,Student,< 1 years
40-44,Man,Singapore,Master’s degree,Other,5-10 years
30-34,Man,United States of America,Master’s degree,Product/Project Manager,1-2 years
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years
18-21,Man,China,Master’s degree,Student,3-5 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
35-39,Man,Germany,Master’s degree,Other,20+ years
60-69,Man,United States of America,Master’s degree,Software Engineer,10-20 years
50-54,Man,Thailand,Doctoral degree,Machine Learning Engineer,5-10 years
25-29,Man,Belgium,Master’s degree,Data Scientist,5-10 years
25-29,Man,Philippines,Master’s degree,Data Scientist,3-5 years
25-29,Man,Romania,Bachelor’s degree,,
25-29,Man,China,Bachelor’s degree,Machine Learning Engineer,5-10 years
50-54,Man,United States of America,Master’s degree,Business Analyst,3-5 years
40-44,Man,Taiwan,Doctoral degree,Research Scientist,I have never written code
22-24,Man,Other,Master’s degree,Student,1-2 years
25-29,Man,South Africa,Some college/university study without earning a bachelor’s degree,Software Engineer,1-2 years
22-24,Woman,Other,Bachelor’s degree,Machine Learning Engineer,1-2 years
25-29,Woman,Turkey,Doctoral degree,,
30-34,Man,Ghana,Bachelor’s degree,Student,3-5 years
22-24,Man,India,Master’s degree,Business Analyst,3-5 years
40-44,Man,United States of America,Master’s degree,Software Engineer,10-20 years
50-54,Man,United States of America,Doctoral degree,Data Scientist,20+ years
18-21,Man,Egypt,Bachelor’s degree,Student,3-5 years
25-29,Man,Taiwan,Master’s degree,Data Engineer,1-2 years
25-29,Man,Sweden,Master’s degree,Student,5-10 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Man,Other,Master’s degree,Other,10-20 years
40-44,Man,Ukraine,Master’s degree,Data Scientist,20+ years
25-29,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years
35-39,Man,Other,Master’s degree,Machine Learning Engineer,1-2 years
22-24,Man,Italy,Master’s degree,Student,3-5 years
30-34,Man,India,Professional degree,Software Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Student,
50-54,Woman,Ireland,Doctoral degree,Other,20+ years
22-24,Man,Bangladesh,Bachelor’s degree,Research Scientist,5-10 years
30-34,Man,France,Master’s degree,Research Scientist,< 1 years
35-39,Man,United States of America,Master’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Woman,United States of America,Master’s degree,Student,3-5 years
50-54,Man,Japan,Bachelor’s degree,Product/Project Manager,20+ years
25-29,Man,China,Master’s degree,Other,1-2 years
18-21,Man,Canada,Bachelor’s degree,Student,3-5 years
22-24,Man,India,Master’s degree,Currently not employed,3-5 years
35-39,Man,India,Doctoral degree,Research Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,Germany,Master’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Master’s degree,Currently not employed,1-2 years
25-29,Woman,Poland,Master’s degree,Student,5-10 years
22-24,Man,India,Master’s degree,Currently not employed,5-10 years
25-29,Man,Germany,Master’s degree,Student,3-5 years
35-39,Man,United States of America,Master’s degree,Product/Project Manager,< 1 years
40-44,Man,Italy,Master’s degree,Other,10-20 years
25-29,Prefer to self-describe,South Africa,Bachelor’s degree,Student,3-5 years
25-29,Man,Other,Master’s degree,Data Analyst,< 1 years
50-54,Man,United States of America,Doctoral degree,Data Scientist,20+ years
22-24,Man,Spain,Master’s degree,Other,3-5 years
60-69,Man,Italy,Master’s degree,Data Scientist,3-5 years
18-21,Woman,India,Professional degree,Student,< 1 years
35-39,Prefer not to say,United States of America,Master’s degree,Student,1-2 years
35-39,Man,Romania,Bachelor’s degree,Currently not employed,3-5 years
30-34,Man,Spain,Master’s degree,Research Scientist,5-10 years
22-24,Woman,Turkey,Master’s degree,Student,< 1 years
22-24,Man,Nigeria,Bachelor’s degree,Currently not employed,3-5 years
22-24,Man,Taiwan,Master’s degree,Student,3-5 years
30-34,Man,India,Master’s degree,Machine Learning Engineer,1-2 years
25-29,Man,Japan,Master’s degree,Data Analyst,10-20 years
40-44,Man,Bangladesh,I prefer not to answer,Software Engineer,10-20 years
25-29,Woman,Brazil,Master’s degree,Data Analyst,< 1 years
25-29,Man,Other,Master’s degree,Business Analyst,< 1 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
30-34,Woman,Morocco,Master’s degree,Student,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years
25-29,Man,France,Master’s degree,Data Scientist,1-2 years
35-39,Man,Netherlands,Master’s degree,Software Engineer,10-20 years
22-24,Man,Netherlands,Master’s degree,Student,< 1 years
22-24,Woman,France,Professional degree,Data Scientist,1-2 years
35-39,Man,United States of America,Doctoral degree,Other,5-10 years
22-24,Man,India,Master’s degree,Machine Learning Engineer,5-10 years
25-29,Woman,Japan,Bachelor’s degree,Student,< 1 years
18-21,Man,Viet Nam,Bachelor’s degree,Student,< 1 years
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years
30-34,Man,India,Master’s degree,Business Analyst,1-2 years
30-34,Man,Nigeria,Bachelor’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Russia,Master’s degree,Data Scientist,3-5 years
22-24,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
30-34,Man,Viet Nam,Professional degree,Other,1-2 years
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,10-20 years
40-44,Man,Germany,Doctoral degree,Software Engineer,20+ years
50-54,Man,Australia,Doctoral degree,Machine Learning Engineer,20+ years
18-21,Woman,Kenya,Bachelor’s degree,Student,1-2 years
40-44,Man,United States of America,Master’s degree,Data Analyst,3-5 years
45-49,Woman,Argentina,Master’s degree,Business Analyst,I have never written code
25-29,Woman,Germany,Master’s degree,Student,< 1 years
40-44,Man,Spain,Master’s degree,Other,< 1 years
22-24,Man,Viet Nam,,,
40-44,Man,France,Master’s degree,Data Scientist,20+ years
25-29,Man,India,Doctoral degree,Student,3-5 years
22-24,Man,United States of America,Bachelor’s degree,Student,3-5 years
18-21,Man,Russia,Bachelor’s degree,Student,< 1 years
55-59,Man,China,Doctoral degree,Data Analyst,20+ years
22-24,Woman,Tunisia,Professional degree,Student,1-2 years
35-39,Man,United States of America,Bachelor’s degree,Business Analyst,I have never written code
25-29,Man,Other,Bachelor’s degree,Data Analyst,5-10 years
25-29,Man,Other,Bachelor’s degree,Data Scientist,5-10 years
30-34,Man,Turkey,Bachelor’s degree,Software Engineer,5-10 years
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,5-10 years
45-49,Woman,Greece,Master’s degree,Data Scientist,10-20 years
25-29,Man,China,Doctoral degree,Student,3-5 years
30-34,Man,Russia,Bachelor’s degree,Other,I have never written code
25-29,Woman,Nigeria,Bachelor’s degree,Other,3-5 years
30-34,Man,France,Doctoral degree,Data Engineer,10-20 years
25-29,Man,Turkey,Bachelor’s degree,Other,< 1 years
45-49,Man,Sweden,Master’s degree,Software Engineer,20+ years
18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,I have never written code
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5-10 years
50-54,Woman,Other,,,
25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years
30-34,Man,Japan,,,
18-21,Man,India,Master’s degree,Student,3-5 years
22-24,Man,India,,,
35-39,Man,Sri Lanka,Master’s degree,Business Analyst,1-2 years
25-29,Man,Other,Master’s degree,Data Engineer,3-5 years
22-24,Man,India,Bachelor’s degree,Currently not employed,1-2 years
35-39,Woman,Peru,Master’s degree,Software Engineer,5-10 years
35-39,Man,India,Master’s degree,Product/Project Manager,1-2 years
55-59,Man,Japan,Master’s degree,Currently not employed,20+ years
22-24,Woman,Kenya,Bachelor’s degree,Software Engineer,I have never written code
25-29,Man,Other,Master’s degree,Data Analyst,< 1 years
25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years
25-29,Man,Turkey,Master’s degree,Data Scientist,1-2 years
30-34,Prefer not to say,Germany,Master’s degree,Other,1-2 years
22-24,Man,Malaysia,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,Russia,,,
18-21,Man,China,Bachelor’s degree,Data Analyst,1-2 years
30-34,Man,Kenya,Bachelor’s degree,Other,I have never written code
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years
30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,I have never written code
25-29,Man,Thailand,Master’s degree,Other,< 1 years
40-44,Man,Greece,Master’s degree,Data Analyst,I have never written code
22-24,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Russia,Master’s degree,Data Analyst,1-2 years
40-44,Man,Russia,Master’s degree,Other,< 1 years
35-39,Woman,Pakistan,Doctoral degree,Other,
60-69,Man,France,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-2 years
30-34,Man,Switzerland,Master’s degree,Other,1-2 years
25-29,Man,India,Master’s degree,Currently not employed,3-5 years
22-24,Man,India,Master’s degree,Currently not employed,< 1 years
22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,I have never written code
30-34,Woman,United States of America,Doctoral degree,Data Scientist,3-5 years
18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist,< 1 years
30-34,Man,United States of America,Master’s degree,Data Scientist,3-5 years
25-29,Man,China,Master’s degree,Currently not employed,1-2 years
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,5-10 years
40-44,Man,Germany,No formal education past high school,Data Scientist,I have never written code
25-29,Woman,India,Bachelor’s degree,Software Engineer,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
18-21,Man,China,Bachelor’s degree,Machine Learning Engineer,1-2 years
45-49,Man,Brazil,Bachelor’s degree,Research Scientist,I have never written code
60-69,Man,Russia,Master’s degree,Business Analyst,10-20 years
22-24,Man,India,Master’s degree,Software Engineer,3-5 years
25-29,Man,Republic of Korea,Bachelor’s degree,Student,< 1 years
25-29,Man,Japan,Master’s degree,Research Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
50-54,Man,United States of America,Bachelor’s degree,Other,20+ years
30-34,Man,France,Master’s degree,Data Scientist,< 1 years
25-29,Man,Other,Master’s degree,Research Scientist,3-5 years
18-21,Woman,"Iran, Islamic Republic of...",Bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
35-39,Man,India,Master’s degree,Business Analyst,< 1 years
50-54,Man,Brazil,Bachelor’s degree,Research Scientist,< 1 years
30-34,Man,Japan,Master’s degree,Data Scientist,5-10 years
22-24,Man,India,Bachelor’s degree,Student,3-5 years
22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years
35-39,Man,India,Master’s degree,Data Scientist,5-10 years
25-29,Man,Colombia,Master’s degree,Other,< 1 years
22-24,Man,Bangladesh,Bachelor’s degree,Student,< 1 years
45-49,Man,India,Master’s degree,Other,20+ years
60-69,Man,United States of America,Master’s degree,Currently not employed,3-5 years
45-49,Woman,France,Doctoral degree,Research Scientist,20+ years
18-21,Woman,India,Bachelor’s degree,Data Scientist,< 1 years
35-39,Man,Other,Doctoral degree,Data Analyst,1-2 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
35-39,Woman,Russia,Master’s degree,Data Analyst,3-5 years
60-69,Man,United States of America,Master’s degree,Student,20+ years
30-34,Man,Mexico,Doctoral degree,Student,5-10 years
22-24,Man,Taiwan,Bachelor’s degree,Student,1-2 years
35-39,Man,Germany,Some college/university study without earning a bachelor’s degree,Student,< 1 years
35-39,Woman,Peru,Master’s degree,Business Analyst,10-20 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
40-44,Man,Viet Nam,Master’s degree,Data Engineer,I have never written code
40-44,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years
18-21,Man,China,Master’s degree,Data Scientist,1-2 years
22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
30-34,Man,Indonesia,Master’s degree,Product/Project Manager,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
30-34,Man,Netherlands,Master’s degree,Data Scientist,5-10 years
22-24,Man,India,Professional degree,Student,I have never written code
25-29,Woman,Other,Master’s degree,Research Scientist,1-2 years
40-44,Man,Spain,Master’s degree,Data Analyst,< 1 years
30-34,Man,United States of America,Master’s degree,Business Analyst,1-2 years
25-29,Man,India,,,
18-21,Man,Nigeria,Bachelor’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
45-49,Man,Turkey,Bachelor’s degree,Other,5-10 years
25-29,Man,Bangladesh,Bachelor’s degree,Machine Learning Engineer,1-2 years
22-24,Man,United States of America,Master’s degree,Student,3-5 years
25-29,Woman,Sweden,Master’s degree,Machine Learning Engineer,5-10 years
22-24,Man,Netherlands,Master’s degree,Data Scientist,3-5 years
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,3-5 years
40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,< 1 years
50-54,Man,Nigeria,Master’s degree,Product/Project Manager,< 1 years
18-21,Man,Turkey,Master’s degree,Student,3-5 years
25-29,Man,Japan,Master’s degree,Software Engineer,3-5 years
18-21,Man,India,Master’s degree,Student,1-2 years
30-34,Man,Turkey,Master’s degree,Statistician,< 1 years
30-34,Man,Tunisia,Bachelor’s degree,Student,1-2 years
25-29,Man,India,Master’s degree,Software Engineer,3-5 years
22-24,Man,Japan,Bachelor’s degree,Data Scientist,1-2 years
22-24,Man,Russia,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years
55-59,Man,United States of America,Master’s degree,Software Engineer,20+ years
30-34,Man,South Korea,Doctoral degree,Student,10-20 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
40-44,Man,United States of America,Professional degree,Data Analyst,10-20 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Turkey,,,
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
30-34,Man,India,Professional degree,Other,I have never written code
18-21,Woman,India,,,
18-21,Man,India,Bachelor’s degree,Student,3-5 years
22-24,Man,Other,Master’s degree,Student,10-20 years
18-21,Man,Pakistan,Bachelor’s degree,Student,1-2 years
35-39,Man,Russia,Doctoral degree,Research Scientist,3-5 years
22-24,Woman,China,Master’s degree,Student,< 1 years
35-39,Man,France,Master’s degree,Software Engineer,10-20 years
25-29,Man,Netherlands,Master’s degree,Machine Learning Engineer,3-5 years
22-24,Man,Other,Bachelor’s degree,Software Engineer,1-2 years
35-39,Man,Other,Doctoral degree,Data Scientist,10-20 years
50-54,Man,United States of America,Doctoral degree,Research Scientist,20+ years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
18-21,Woman,Kenya,Bachelor’s degree,Student,< 1 years
25-29,Man,United States of America,Doctoral degree,Student,5-10 years
22-24,Man,India,Doctoral degree,Statistician,3-5 years
35-39,Man,France,Master’s degree,Currently not employed,5-10 years
40-44,Man,India,Master’s degree,Data Engineer,10-20 years
40-44,Woman,United States of America,Bachelor’s degree,Data Analyst,3-5 years
45-49,Man,Colombia,Bachelor’s degree,Software Engineer,20+ years
25-29,Man,India,Master’s degree,Student,3-5 years
45-49,Man,India,Bachelor’s degree,Other,3-5 years
45-49,Man,Chile,Professional degree,Data Analyst,10-20 years
22-24,Man,India,Professional degree,Currently not employed,1-2 years
40-44,Man,Other,Master’s degree,Business Analyst,20+ years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Russia,Bachelor’s degree,Business Analyst,< 1 years
18-21,Woman,India,Bachelor’s degree,Data Analyst,< 1 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,I have never written code
22-24,Woman,India,,,
30-34,Woman,Japan,Doctoral degree,Machine Learning Engineer,1-2 years
30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years
45-49,Woman,Brazil,Master’s degree,Student,I have never written code
25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,Kenya,Bachelor’s degree,Student,1-2 years
30-34,Man,Ghana,No formal education past high school,Data Analyst,I have never written code
30-34,Man,Romania,Bachelor’s degree,Software Engineer,5-10 years
40-44,Man,Australia,Bachelor’s degree,Software Engineer,10-20 years
30-34,Man,Germany,Doctoral degree,Research Scientist,5-10 years
40-44,Man,Belgium,Bachelor’s degree,Other,1-2 years
22-24,Man,India,Master’s degree,Student,1-2 years
25-29,Woman,India,Master’s degree,Data Analyst,1-2 years
25-29,Man,Philippines,Bachelor’s degree,Machine Learning Engineer,1-2 years
18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,1-2 years
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,I have never written code
30-34,Man,Turkey,Professional degree,Software Engineer,10-20 years
30-34,Man,India,Professional degree,Machine Learning Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,< 1 years
22-24,Woman,India,,,
45-49,Man,Brazil,Doctoral degree,Research Scientist,I have never written code
18-21,Woman,Taiwan,Some college/university study without earning a bachelor’s degree,Student,1-2 years
30-34,Man,Australia,Master’s degree,Data Scientist,5-10 years
22-24,Woman,India,Master’s degree,Other,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Man,Brazil,Master’s degree,Business Analyst,I have never written code
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,< 1 years
35-39,Man,Russia,Doctoral degree,Software Engineer,10-20 years
30-34,Woman,India,Master’s degree,Data Scientist,5-10 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,I have never written code
35-39,Woman,Russia,Professional degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Research Scientist,1-2 years
25-29,Woman,United States of America,Master’s degree,Student,3-5 years
40-44,Man,Other,Bachelor’s degree,Data Scientist,10-20 years
22-24,Man,Pakistan,Master’s degree,Software Engineer,3-5 years
30-34,Man,Italy,Master’s degree,Software Engineer,10-20 years
35-39,Man,Kenya,Bachelor’s degree,Product/Project Manager,1-2 years
25-29,Man,India,I prefer not to answer,Currently not employed,< 1 years
25-29,Man,India,,,
18-21,Prefer not to say,China,Bachelor’s degree,Business Analyst,< 1 years
30-34,Man,Other,Bachelor’s degree,Data Scientist,3-5 years
30-34,Man,Other,Doctoral degree,Statistician,10-20 years
40-44,Man,Italy,Doctoral degree,Research Scientist,5-10 years
30-34,Man,Other,Doctoral degree,Research Scientist,5-10 years
45-49,Man,India,Bachelor’s degree,Software Engineer,10-20 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,10-20 years
30-34,Man,Canada,Bachelor’s degree,Software Engineer,10-20 years
35-39,Woman,United States of America,Doctoral degree,Statistician,3-5 years
35-39,Prefer not to say,Russia,Master’s degree,Research Scientist,5-10 years
25-29,Man,Japan,Master’s degree,Research Scientist,5-10 years
30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years
22-24,Man,Belarus,Master’s degree,Data Analyst,1-2 years
25-29,Man,Peru,Master’s degree,Research Scientist,1-2 years
25-29,Man,United States of America,Bachelor’s degree,Other,< 1 years
25-29,Woman,Indonesia,Bachelor’s degree,Product/Project Manager,< 1 years
30-34,Man,India,Bachelor’s degree,Other,< 1 years
35-39,Man,Other,Bachelor’s degree,Data Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,,
25-29,Woman,Morocco,,,
50-54,Man,India,Doctoral degree,Business Analyst,3-5 years
25-29,Man,India,Bachelor’s degree,Other,< 1 years
35-39,Man,Other,Master’s degree,Currently not employed,1-2 years
50-54,Man,Brazil,Master’s degree,Student,I have never written code
30-34,Woman,United States of America,Bachelor’s degree,Other,< 1 years
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,Tunisia,Bachelor’s degree,Student,5-10 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,5-10 years
40-44,Man,Saudi Arabia,Master’s degree,Business Analyst,10-20 years
55-59,Man,Japan,Master’s degree,Other,20+ years
25-29,Woman,Indonesia,Bachelor’s degree,Software Engineer,3-5 years
50-54,Man,Spain,Doctoral degree,Other,20+ years
25-29,Man,Argentina,Master’s degree,Data Scientist,5-10 years
25-29,Man,China,Doctoral degree,Data Scientist,3-5 years
22-24,Man,India,Master’s degree,Data Analyst,< 1 years
50-54,Man,Germany,Master’s degree,Product/Project Manager,3-5 years
45-49,Man,Other,Master’s degree,Other,5-10 years
60-69,Man,United States of America,Doctoral degree,Data Scientist,20+ years
22-24,Man,Indonesia,Bachelor’s degree,Data Scientist,1-2 years
40-44,Man,India,Doctoral degree,Research Scientist,3-5 years
35-39,Woman,United States of America,Master’s degree,Data Engineer,1-2 years
25-29,Woman,Mexico,Bachelor’s degree,Currently not employed,3-5 years
30-34,Man,Turkey,Master’s degree,Student,1-2 years
18-21,Man,India,I prefer not to answer,Student,I have never written code
25-29,Man,Russia,Master’s degree,Software Engineer,5-10 years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
25-29,Man,Viet Nam,Bachelor’s degree,Machine Learning Engineer,3-5 years
25-29,Man,United States of America,Doctoral degree,Research Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Product/Project Manager,I have never written code
22-24,Man,China,Bachelor’s degree,Student,< 1 years
25-29,Man,India,No formal education past high school,Data Scientist,< 1 years
50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years
25-29,Woman,Russia,Bachelor’s degree,Business Analyst,< 1 years
30-34,Man,India,Bachelor’s degree,Currently not employed,< 1 years
45-49,Man,Spain,Master’s degree,Data Analyst,1-2 years
30-34,Man,United States of America,Doctoral degree,Student,10-20 years
18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years
30-34,Man,India,Doctoral degree,Statistician,10-20 years
30-34,Woman,Brazil,Professional degree,Data Analyst,3-5 years
40-44,Man,Brazil,Bachelor’s degree,Other,< 1 years
22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-2 years
22-24,Woman,India,Bachelor’s degree,Business Analyst,< 1 years
35-39,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years
25-29,Woman,Portugal,Bachelor’s degree,Machine Learning Engineer,3-5 years
22-24,Man,Turkey,Bachelor’s degree,Software Engineer,5-10 years
22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years
22-24,Man,Pakistan,,,
25-29,Man,Indonesia,Master’s degree,Student,1-2 years
25-29,Woman,Argentina,Bachelor’s degree,Student,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
45-49,Man,Japan,Doctoral degree,Data Scientist,20+ years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
45-49,Woman,United States of America,Master’s degree,Product/Project Manager,5-10 years
30-34,Man,Argentina,Bachelor’s degree,Product/Project Manager,< 1 years
18-21,Man,Poland,Master’s degree,Data Analyst,1-2 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
22-24,Woman,India,Doctoral degree,Student,I have never written code
30-34,Woman,India,Professional degree,Currently not employed,I have never written code
55-59,Man,Mexico,Bachelor’s degree,Currently not employed,10-20 years
25-29,Woman,Egypt,Bachelor’s degree,Data Scientist,5-10 years
25-29,Prefer not to say,Saudi Arabia,Doctoral degree,Currently not employed,3-5 years
45-49,Man,Netherlands,Master’s degree,Currently not employed,3-5 years
25-29,Man,Pakistan,Doctoral degree,Machine Learning Engineer,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
70+,Man,Canada,,,
18-21,Man,Romania,Bachelor’s degree,Student,1-2 years
25-29,Man,Ukraine,Master’s degree,Data Scientist,5-10 years
30-34,Man,Kenya,Doctoral degree,Data Scientist,< 1 years
50-54,Man,Thailand,Bachelor’s degree,Other,< 1 years
45-49,Man,Portugal,Bachelor’s degree,Data Scientist,3-5 years
45-49,Man,Spain,Master’s degree,Data Engineer,20+ years
30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,3-5 years
35-39,Man,Other,Professional degree,Business Analyst,I have never written code
25-29,Man,India,Master’s degree,Data Scientist,3-5 years
40-44,Woman,United States of America,Doctoral degree,Research Scientist,3-5 years
22-24,Woman,Indonesia,Master’s degree,Machine Learning Engineer,1-2 years
50-54,Man,India,Master’s degree,Product/Project Manager,20+ years
18-21,Woman,Other,Bachelor’s degree,Student,< 1 years
35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,< 1 years
22-24,Man,Tunisia,Master’s degree,Data Scientist,3-5 years
25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,I have never written code
30-34,Woman,Portugal,Master’s degree,Business Analyst,< 1 years
22-24,Man,India,No formal education past high school,Machine Learning Engineer,< 1 years
30-34,Man,Mexico,Bachelor’s degree,Data Analyst,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
40-44,Man,Indonesia,Professional degree,Research Scientist,20+ years
22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,1-2 years
35-39,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,3-5 years
25-29,Man,South Africa,Doctoral degree,Research Scientist,5-10 years
30-34,Man,Spain,Doctoral degree,Research Scientist,5-10 years
25-29,Man,"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,1-2 years
22-24,Woman,Tunisia,Master’s degree,Student,3-5 years
45-49,Man,Portugal,Master’s degree,Product/Project Manager,3-5 years
22-24,Man,Malaysia,Bachelor’s degree,Student,3-5 years
35-39,Man,Ghana,Master’s degree,Data Analyst,1-2 years
22-24,Man,Russia,Master’s degree,Data Scientist,1-2 years
30-34,Woman,India,Bachelor’s degree,Data Scientist,5-10 years
30-34,Man,United States of America,Bachelor’s degree,Business Analyst,3-5 years
18-21,Man,Belgium,Bachelor’s degree,Student,5-10 years
25-29,Man,Canada,Master’s degree,Data Analyst,1-2 years
25-29,Man,Brazil,Master’s degree,Other,3-5 years
